Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,year,month,Day,flight_time,Duration(sec)
Jet Airways,03/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,07:40 07 Mar,23h 40m,1,In-flight meal not included,13502,2019,3,3,morning,85200
IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,07:10,10:05,2h 55m,0,No info,6860,2019,3,3,morning,10500
Vistara,03/03/2019,Banglore,New Delhi,BLR → DEL,19:40,22:20,2h 40m,0,No info,8553,2019,3,3,evening,9600
IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,08:30,11:30,3h,0,No info,6860,2019,3,3,morning,10800
IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,22:20,01:10 07 Mar,2h 50m,0,No info,7648,2019,3,3,evening,10200
GoAir,03/03/2019,Banglore,New Delhi,BLR → GOI → DEL,15:45,20:15,4h 30m,1,No info,8352,2019,3,3,afternoon,16200
Air India,03/03/2019,Banglore,New Delhi,BLR → CCU → GAU → DEL,05:50,22:10 07 Mar,40h 20m,2,No info,11791,2019,3,3,mid_night,145200
Air India,03/03/2019,Banglore,New Delhi,BLR → HYD → DEL,08:15,21:25,13h 10m,1,No info,6781,2019,3,3,morning,47400
IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,20:00,22:55,2h 55m,0,No info,6860,2019,3,3,evening,10500
IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,0,No info,8855,2019,3,3,evening,10500
IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,16:55,19:45,2h 50m,0,No info,8855,2019,3,3,afternoon,10200
Air India,03/03/2019,Banglore,New Delhi,BLR → BOM → IDR → DEL,06:45,11:10 07 Mar,28h 25m,2,No info,12599,2019,3,3,morning,102300
SpiceJet,03/03/2019,Banglore,New Delhi,BLR → DEL,05:45,08:35,2h 50m,0,No info,6860,2019,3,3,mid_night,10200
Air India,03/03/2019,Banglore,New Delhi,BLR → COK → DEL,06:55,13:20,6h 25m,1,No info,10924,2019,3,3,morning,23100
Air India,03/03/2019,Banglore,New Delhi,BLR → BOM → NAG → DEL,08:50,10:35 07 Mar,25h 45m,2,No info,12358,2019,3,3,morning,92700
Air India,03/03/2019,Banglore,New Delhi,BLR → CCU → GAU → DEL,11:05,22:10 07 Mar,35h 5m,2,No info,11948,2019,3,3,morning,126300
GoAir,03/03/2019,Banglore,New Delhi,BLR → DEL,07:45,10:40,2h 55m,0,No info,7222,2019,3,3,morning,10500
Air India,03/03/2019,Banglore,New Delhi,BLR → CCU → GAU → DEL,11:05,22:10 07 Mar,35h 5m,2,No info,11791,2019,3,3,morning,126300
Air India,03/03/2019,Banglore,New Delhi,BLR → VGA → DEL,10:30,22:55,12h 25m,1,No info,11003,2019,3,3,morning,44700
IndiGo,03/03/2019,Banglore,New Delhi,BLR → LKO → DEL,05:25,10:10,4h 45m,1,No info,7774,2019,3,3,mid_night,17100
SpiceJet,03/03/2019,Banglore,New Delhi,BLR → DEL,09:35,12:30,2h 55m,0,No info,6860,2019,3,3,morning,10500
Another,03/03/2019,Banglore,New Delhi,BLR → DEL,16:00,18:35,2h 35m,0,No info,11793,2019,3,3,afternoon,9300
Air India,03/03/2019,Banglore,New Delhi,BLR → DEL,17:00,19:45,2h 45m,0,No info,19508,2019,3,3,afternoon,9900
IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,0,No info,7648,2019,3,3,evening,10500
Air India,03/03/2019,Banglore,New Delhi,BLR → DEL,13:20,16:10,2h 50m,0,No info,12841,2019,3,3,afternoon,10200
Air India,03/03/2019,Banglore,New Delhi,BLR → DEL,06:10,08:55,2h 45m,0,No info,7591,2019,3,3,morning,9900
IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,13:00,15:50,2h 50m,0,No info,12649,2019,3,3,afternoon,10200
Air India,03/03/2019,Banglore,New Delhi,BLR → HYD → DEL,08:15,12:15,4h,1,No info,6273,2019,3,3,morning,14400
GoAir,03/03/2019,Banglore,New Delhi,BLR → DEL,11:40,14:35,2h 55m,0,No info,7646,2019,3,3,morning,10500
Air India,03/03/2019,Banglore,New Delhi,BLR → BOM → IDR → DEL,08:50,11:10 07 Mar,26h 20m,2,No info,12599,2019,3,3,morning,94800
IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,07:10,10:05,2h 55m,0,No info,7648,2019,3,3,morning,10500
Vistara,03/03/2019,Banglore,New Delhi,BLR → DEL,09:50,12:35,2h 45m,0,No info,8028,2019,3,3,morning,9900
Air India,03/03/2019,Banglore,New Delhi,BLR → HYD → DEL,08:15,23:10,14h 55m,1,No info,6781,2019,3,3,morning,53700
IndiGo,03/03/2019,Banglore,New Delhi,BLR → AMD → DEL,14:25,19:25,5h,1,No info,11873,2019,3,3,afternoon,18000
IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,23:30,02:20 04 Mar,2h 50m,0,No info,6144,2019,3,3,evening,10200
SpiceJet,03/03/2019,Banglore,New Delhi,BLR → PNQ → DEL,10:20,18:15,7h 55m,1,No info,11401,2019,3,3,morning,28500
Vistara,03/03/2019,Banglore,New Delhi,BLR → AMD → DEL,06:40,10:25 07 Mar,27h 45m,1,No info,12476,2019,3,3,morning,99900
Air India,03/03/2019,Banglore,New Delhi,BLR → BOM → NAG → DEL,19:10,10:35 07 Mar,15h 25m,2,No info,13355,2019,3,3,evening,55500
IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,13:00,15:50,2h 50m,0,No info,7648,2019,3,3,afternoon,10200
IndiGo,03/03/2019,Banglore,New Delhi,BLR → HYD → DEL,12:10,17:05,4h 55m,1,No info,8738,2019,3,3,afternoon,17700
Vistara,03/03/2019,Banglore,New Delhi,BLR → DEL,16:00,18:35,2h 35m,0,No info,13383,2019,3,3,afternoon,9300
GoAir,03/03/2019,Banglore,New Delhi,BLR → DEL,20:55,23:50,2h 55m,0,No info,7222,2019,3,3,evening,10500
IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,20:00,22:55,2h 55m,0,No info,7303,2019,3,3,evening,10500
Jet Airways,03/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,05:05 07 Mar,23h 20m,1,In-flight meal not included,11087,2019,3,3,mid_night,84000
IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,18:55,21:45,2h 50m,0,No info,8855,2019,3,3,evening,10200
IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,21:20,00:15 04 Mar,2h 55m,0,No info,6144,2019,3,3,evening,10500
Vistara,03/03/2019,Banglore,New Delhi,BLR → AMD → DEL,06:40,12:35,5h 55m,1,No info,12476,2019,3,3,morning,21300
Jet Airways,03/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,00:45 07 Mar,13h 5m,1,In-flight meal not included,13502,2019,3,3,morning,47100
IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,06:00,08:45,2h 45m,0,No info,6144,2019,3,3,morning,9900
Vistara,03/03/2019,Banglore,New Delhi,BLR → DEL,19:40,22:20,2h 40m,0,No info,11913,2019,3,3,evening,9600
IndiGo,03/03/2019,Banglore,New Delhi,BLR → IDR → DEL,13:40,18:35,4h 55m,1,No info,8662,2019,3,3,afternoon,17700
Air India,03/03/2019,Banglore,New Delhi,BLR → BOM → NAG → DEL,06:45,10:35 07 Mar,27h 50m,2,No info,12358,2019,3,3,morning,100200
Air India,03/03/2019,Banglore,New Delhi,BLR → HYD → DEL,08:15,08:50 07 Mar,24h 35m,1,No info,6781,2019,3,3,morning,88500
Air India,03/03/2019,Banglore,New Delhi,BLR → CCU → DEL,05:50,12:55,7h 5m,1,No info,12389,2019,3,3,mid_night,25500
Air Asia,03/03/2019,Banglore,New Delhi,BLR → DEL,23:25,02:10 07 Mar,2h 45m,0,No info,6477,2019,3,3,evening,9900
IndiGo,03/03/2019,Banglore,New Delhi,BLR → HYD → DEL,07:30,12:20,4h 50m,1,No info,6220,2019,3,3,morning,17400
IndiGo,03/03/2019,Banglore,New Delhi,BLR → DEL,00:40,03:25,2h 45m,0,No info,6144,2019,3,3,mid_night,9900
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,05:05 07 Mar,6h 15m,1,No info,19225,2019,6,3,evening,22500
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,21:20 07 Mar,23h 55m,1,No info,17471,2019,6,3,evening,86100
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,07:40 07 Mar,17h 35m,1,In-flight meal not included,13502,2019,6,3,afternoon,63300
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,08:15 07 Mar,23h 20m,1,No info,14815,2019,6,3,morning,84000
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,21:20,14h 20m,1,No info,16736,2019,6,3,morning,51600
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,07:40 07 Mar,11h 5m,1,No info,16736,2019,6,3,evening,39900
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,09:30 07 Mar,16h 35m,1,No info,17261,2019,6,3,afternoon,59700
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,10:25 07 Mar,17h 30m,1,No info,17261,2019,6,3,afternoon,63000
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,18:25,11h 25m,1,No info,16736,2019,6,3,morning,41100
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,08:15 07 Mar,18h 10m,1,In-flight meal not included,13502,2019,6,3,afternoon,65400
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,09:30 07 Mar,10h 40m,1,No info,17261,2019,6,3,evening,38400
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,08:15 07 Mar,11h 40m,1,No info,16736,2019,6,3,evening,42000
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,19:10 07 Mar,21h 45m,1,No info,17471,2019,6,3,evening,78300
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → MAA → DEL,09:45,14:25,4h 40m,1,No info,16757,2019,6,3,morning,16800
Air India,06/03/2019,Banglore,New Delhi,BLR → HBX → BOM → BHO → DEL,12:00,23:25,11h 25m,3,No info,14195,2019,6,3,afternoon,41100
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,18:25,12h 40m,1,No info,16736,2019,6,3,mid_night,45600
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,23:00,16h,1,No info,16736,2019,6,3,morning,57600
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,20:20,6h 15m,1,No info,19225,2019,6,3,afternoon,22500
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,08:15 07 Mar,15h 20m,1,No info,16736,2019,6,3,afternoon,55200
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,21:20,12h 25m,1,No info,16736,2019,6,3,morning,44700
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,11:25,5h 40m,1,No info,19225,2019,6,3,mid_night,20400
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,05:05 07 Mar,21h 5m,1,No info,14815,2019,6,3,morning,75900
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,10:25 07 Mar,11h 35m,1,No info,17261,2019,6,3,evening,41700
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,00:45 07 Mar,13h 5m,1,No info,14815,2019,6,3,morning,47100
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,23:00,14h 5m,1,No info,16736,2019,6,3,morning,50700
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,09:30 07 Mar,12h 55m,1,No info,17261,2019,6,3,evening,46500
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,07:40 07 Mar,20h,1,No info,16736,2019,6,3,morning,72000
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,10:25 07 Mar,22h 45m,1,No info,17261,2019,6,3,morning,81900
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,09:30 07 Mar,21h 50m,1,No info,17261,2019,6,3,morning,78600
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,07:40 07 Mar,10h 15m,1,No info,16736,2019,6,3,evening,36900
Air India,06/03/2019,Banglore,New Delhi,BLR → MAA → DEL,11:50,08:55 07 Mar,21h 5m,1,No info,14594,2019,6,3,morning,75900
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,08:15 07 Mar,20h 35m,1,No info,16736,2019,6,3,morning,74100
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,00:45 07 Mar,10h 40m,1,No info,14815,2019,6,3,afternoon,38400
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,05:05 07 Mar,15h,1,No info,14815,2019,6,3,afternoon,54000
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,23:00,17h 15m,1,No info,16736,2019,6,3,mid_night,62100
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,09:00 07 Mar,18h 55m,1,No info,17261,2019,6,3,afternoon,68100
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,10:25 07 Mar,13h,1,No info,17261,2019,6,3,evening,46800
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,23:00,11h 20m,1,No info,16736,2019,6,3,morning,40800
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,00:45 08 Mar,25h 55m,1,No info,14815,2019,6,3,evening,93300
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,18:25,10h 25m,1,No info,16736,2019,6,3,morning,37500
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,09:00 07 Mar,24h 5m,1,In-flight meal not included,13712,2019,6,3,morning,86700
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,05:05 07 Mar,20h 10m,1,No info,16736,2019,6,3,morning,72600
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,05:05 07 Mar,7h 40m,1,No info,19225,2019,6,3,evening,27600
Air India,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,06:45,12:15,5h 30m,1,No info,13912,2019,6,3,morning,19800
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,07:40 07 Mar,23h 40m,1,No info,14815,2019,6,3,morning,85200
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,20:20 07 Mar,21h 30m,1,No info,17471,2019,6,3,evening,77400
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,11:25 07 Mar,21h 20m,1,In-flight meal not included,13712,2019,6,3,afternoon,76800
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,10:25 07 Mar,13h 50m,1,No info,17261,2019,6,3,evening,49800
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,00:45 07 Mar,10h 40m,1,In-flight meal not included,13502,2019,6,3,afternoon,38400
Air India,06/03/2019,Banglore,New Delhi,BLR → MAA → DEL,11:50,19:50,8h,1,No info,14594,2019,6,3,morning,28800
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,12:25,6h 40m,1,No info,22270,2019,6,3,mid_night,24000
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,19:10,5h 5m,1,No info,19225,2019,6,3,afternoon,18300
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,13:15,7h 30m,1,No info,19225,2019,6,3,mid_night,27000
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,16:10,7h 15m,1,No info,19225,2019,6,3,morning,26100
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,08:15 07 Mar,24h 15m,1,No info,17996,2019,6,3,morning,87300
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,09:00 07 Mar,21h 20m,1,No info,17261,2019,6,3,morning,76800
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,19:10,13h 25m,1,No info,16736,2019,6,3,mid_night,48300
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,15:15,6h 20m,1,No info,19225,2019,6,3,morning,22800
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,09:00 07 Mar,16h 5m,1,No info,17261,2019,6,3,afternoon,57900
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,21:20,7h 15m,1,No info,19225,2019,6,3,afternoon,26100
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,09:30 07 Mar,24h 35m,1,No info,17261,2019,6,3,morning,88500
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,11:25 07 Mar,23h 45m,1,No info,17261,2019,6,3,morning,85500
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,11:25 07 Mar,18h 30m,1,No info,17261,2019,6,3,afternoon,66600
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,11:25 07 Mar,21h 20m,1,No info,15025,2019,6,3,afternoon,76800
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,23:00,15h,1,No info,16736,2019,6,3,morning,54000
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,19:10,12h 10m,1,No info,16736,2019,6,3,morning,43800
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,08:15 07 Mar,18h 10m,1,No info,14815,2019,6,3,afternoon,65400
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,18:25,6h 45m,1,No info,19225,2019,6,3,morning,24300
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,12:25,5h 25m,1,No info,22270,2019,6,3,morning,19500
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,20:35,19:10 07 Mar,22h 35m,1,No info,17471,2019,6,3,evening,81300
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,13:15,5h 15m,1,No info,19225,2019,6,3,morning,18900
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,05:05 07 Mar,23h 20m,1,No info,13555,2019,6,3,mid_night,84000
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → DEL,19:55,22:35,2h 40m,0,No info,18308,2019,6,3,evening,9600
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,23:00 07 Mar,24h 10m,1,No info,17471,2019,6,3,evening,87000
Air India,06/03/2019,Banglore,New Delhi,BLR → HYD → VGA → DEL,08:15,22:55,14h 40m,2,No info,13942,2019,6,3,morning,52800
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,20:20 07 Mar,22h 55m,1,No info,17471,2019,6,3,evening,82500
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,10:25,4h 40m,1,No info,19225,2019,6,3,mid_night,16800
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,13:15,6h 15m,1,No info,19225,2019,6,3,morning,22500
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,05:05 07 Mar,17h 25m,1,No info,16736,2019,6,3,morning,62700
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,09:30 07 Mar,19h 25m,1,No info,17261,2019,6,3,afternoon,69900
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,16:10,10h 25m,1,No info,16736,2019,6,3,mid_night,37500
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,09:00 07 Mar,24h 5m,1,No info,15025,2019,6,3,morning,86700
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,05:05 07 Mar,15h,1,In-flight meal not included,13502,2019,6,3,afternoon,54000
Air India,06/03/2019,Banglore,New Delhi,BLR → BOM → UDR → DEL,08:50,16:30 07 Mar,31h 40m,2,No info,14143,2019,6,3,morning,114000
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,07:40 07 Mar,22h 45m,1,No info,14815,2019,6,3,morning,81900
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,21:20,15h 35m,1,No info,16736,2019,6,3,mid_night,56100
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,21:20 07 Mar,22h 30m,1,No info,17471,2019,6,3,evening,81000
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,09:30 07 Mar,12h 5m,1,No info,17261,2019,6,3,evening,43500
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,11:25 07 Mar,14h,1,No info,17261,2019,6,3,evening,50400
Air India,06/03/2019,Banglore,New Delhi,BLR → HYD → VGA → DEL,08:15,11:20 07 Mar,27h 5m,2,No info,13942,2019,6,3,morning,97500
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,05:05 07 Mar,12h 10m,1,No info,16736,2019,6,3,afternoon,43800
Air India,06/03/2019,Banglore,New Delhi,BLR → MAA → DEL,11:50,23:55,12h 5m,1,No info,15434,2019,6,3,morning,43500
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,15:15,7h 15m,1,No info,19225,2019,6,3,morning,26100
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,20:20,12h 20m,1,No info,16736,2019,6,3,morning,44400
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,19:10,11h 10m,1,No info,16736,2019,6,3,morning,40200
IndiGo,09/03/2019,Banglore,New Delhi,BLR → HYD → DEL,12:05,17:05,5h,1,No info,4588,2019,9,3,afternoon,18000
Jet Airways,09/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,20:20,13h 20m,1,In-flight meal not included,11087,2019,9,3,morning,48000
IndiGo,09/03/2019,Banglore,New Delhi,BLR → STV → DEL,11:20,15:25,4h 5m,1,No info,5746,2019,9,3,morning,14700
IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,06:00,08:45,2h 45m,0,No info,7648,2019,9,3,morning,9900
GoAir,09/03/2019,Banglore,New Delhi,BLR → DEL,07:45,10:40,2h 55m,0,No info,7631,2019,9,3,morning,10500
Jet Airways,09/03/2019,Banglore,New Delhi,BLR → BOM → DEL,07:00,09:30 13 Mar,26h 30m,1,In-flight meal not included,11087,2019,9,3,morning,95400
Vistara,09/03/2019,Banglore,New Delhi,BLR → DEL,11:30,14:10,2h 40m,0,No info,9918,2019,9,3,morning,9600
Air India,09/03/2019,Banglore,New Delhi,BLR → DEL,17:00,19:45,2h 45m,0,No info,10741,2019,9,3,afternoon,9900
IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,23:30,02:20 13 Mar,2h 50m,0,No info,4777,2019,9,3,evening,10200
Air India,09/03/2019,Banglore,New Delhi,BLR → HYD → DEL,06:50,23:10,16h 20m,1,No info,5626,2019,9,3,morning,58800
Air India,09/03/2019,Banglore,New Delhi,BLR → GOI → DEL,17:00,03:40 13 Mar,10h 40m,1,No info,8767,2019,9,3,afternoon,38400
Vistara,09/03/2019,Banglore,New Delhi,BLR → DEL,09:50,12:35,2h 45m,0,No info,11598,2019,9,3,morning,9900
GoAir,09/03/2019,Banglore,New Delhi,BLR → GOI → DEL,15:50,20:15,4h 25m,1,No info,7657,2019,9,3,afternoon,15900
IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,16:55,19:45,2h 50m,0,No info,10067,2019,9,3,afternoon,10200
IndiGo,09/03/2019,Banglore,New Delhi,BLR → MAA → DEL,06:25,11:30,5h 5m,1,No info,8434,2019,9,3,morning,18300
Air India,09/03/2019,Banglore,New Delhi,BLR → GOI → DEL,17:00,16:40 13 Mar,23h 40m,1,No info,9292,2019,9,3,afternoon,85200
Air India,09/03/2019,Banglore,New Delhi,BLR → CCU → DEL,11:05,09:15 13 Mar,22h 10m,1,No info,11077,2019,9,3,morning,79800
Jet Airways,09/03/2019,Banglore,New Delhi,BLR → BDQ → DEL,05:50,15:00,9h 10m,1,In-flight meal not included,10037,2019,9,3,mid_night,33000
IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,18:25,21:20,2h 55m,0,No info,6860,2019,9,3,evening,10500
Air India,09/03/2019,Banglore,New Delhi,BLR → DEL,13:20,16:10,2h 50m,0,No info,8851,2019,9,3,afternoon,10200
IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,04:00,06:50,2h 50m,0,No info,8033,2019,9,3,mid_night,10200
Vistara,09/03/2019,Banglore,New Delhi,BLR → DEL,07:00,09:40,2h 40m,0,No info,7975,2019,9,3,morning,9600
Jet Airways,09/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,08:15 13 Mar,26h 30m,1,In-flight meal not included,9134,2019,9,3,mid_night,95400
Jet Airways,09/03/2019,Banglore,New Delhi,BLR → BOM → JDH → DEL,08:55,15:55,7h,2,No info,23001,2019,9,3,morning,25200
IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,20:00,22:55,2h 55m,0,No info,6144,2019,9,3,evening,10500
Vistara,09/03/2019,Banglore,New Delhi,BLR → DEL,11:30,14:10,2h 40m,0,No info,7240,2019,9,3,morning,9600
